image_id,decision,suspicious_slots,plate_text,ocr_plate_text,plate_text_corrected,suspicious_characters,slot_count,plate_type,input_path,rectified_path,notes,annotated_at
IPC_2025-08-08.11.21.47.0050,suspicious,7,,,false,S7,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.21.47.0050.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.21.47.0050/03_rectified.jpg,,2026-08-25T22:47:54+08:00
IPC_2025-08-08.11.22.07.3990,suspicious,3;7,,,false,S3;S7,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.22.07.3990.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.22.07.3990/03_rectified.jpg,,2026-08-25T22:48:06+08:00
IPC_2025-08-08.11.22.09.7360,suspicious,3;7,,,false,S3;S7,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.22.09.7360.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.22.09.7360/03_rectified.jpg,,2026-08-25T22:48:10+08:00
IPC_2025-08-08.11.22.13.9230,suspicious,3;7,,,false,S3;S7,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.22.13.9230.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.22.13.9230/03_rectified.jpg,,2026-08-25T22:48:12+08:00
IPC_2025-08-08.11.22.18.2210,suspicious,3;7,,,false,S3;S7,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.22.18.2210.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.22.18.2210/03_rectified.jpg,,2026-08-25T22:48:15+08:00
IPC_2025-08-08.11.22.46.9810,suspicious,3;5;7,,,false,S3;S5;S7,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.22.46.9810.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.22.46.9810/03_rectified.jpg,,2026-08-25T22:48:32+08:00
IPC_2025-08-08.11.22.50.5860,suspicious,3;5;7,,,false,S3;S5;S7,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.22.50.5860.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.22.50.5860/03_rectified.jpg,,2026-08-25T22:48:38+08:00
IPC_2025-08-08.11.22.55.2980,suspicious,3;5;7,,,false,S3;S5;S7,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.22.55.2980.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.22.55.2980/03_rectified.jpg,,2026-08-25T22:48:44+08:00
IPC_2025-08-08.11.22.57.5649,suspicious,3;5;7,,,false,S3;S5;S7,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.22.57.5649.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.22.57.5649/03_rectified.jpg,,2026-08-25T22:48:47+08:00
IPC_2025-08-08.11.23.04.6929,suspicious,3;5;7,,,false,S3;S5;S7,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.23.04.6929.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.23.04.6929/03_rectified.jpg,,2026-08-25T22:48:50+08:00
IPC_2025-08-08.11.23.35.0280,clear,,,,false,,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.23.35.0280.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.23.35.0280/03_rectified.jpg,,2026-08-25T22:48:54+08:00
IPC_2025-08-08.11.23.40.8060,clear,,,,false,,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.23.40.8060.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.23.40.8060/03_rectified.jpg,,2026-08-25T22:48:57+08:00
IPC_2025-08-08.11.23.46.0760,clear,,,,false,,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.23.46.0760.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.23.46.0760/03_rectified.jpg,,2026-08-25T22:49:07+08:00
IPC_2025-08-08.11.23.49.5540,clear,,,,false,,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.23.49.5540.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.23.49.5540/03_rectified.jpg,,2026-08-25T22:49:13+08:00
IPC_2025-08-08.11.23.52.8880,suspicious,5,,,false,S5,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.23.52.8880.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.23.52.8880/03_rectified.jpg,,2026-08-25T22:49:18+08:00
IPC_2025-08-08.11.23.55.2580,clear,,,,false,,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.23.55.2580.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.23.55.2580/03_rectified.jpg,,2026-08-25T22:49:20+08:00
IPC_2025-08-08.11.24.00.1100,suspicious,5,,,false,S5,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.24.00.1100.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.24.00.1100/03_rectified.jpg,,2026-08-25T22:49:25+08:00
IPC_2025-08-08.11.24.00.9520,clear,,,,false,,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.24.00.9520.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.24.00.9520/03_rectified.jpg,,2026-08-25T22:49:27+08:00
IPC_2025-08-08.11.24.06.6630,clear,,,,false,,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.24.06.6630.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.24.06.6630/03_rectified.jpg,,2026-08-25T22:49:30+08:00
IPC_2025-08-08.11.24.10.7480,clear,,,,false,,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.24.10.7480.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.24.10.7480/03_rectified.jpg,,2026-08-25T22:49:34+08:00
IPC_2025-08-08.11.24.14.1200,clear,,,,false,,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.24.14.1200.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.24.14.1200/03_rectified.jpg,,2026-08-25T22:49:37+08:00
IPC_2025-08-08.11.24.19.5430,clear,,,,false,,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.24.19.5430.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.24.19.5430/03_rectified.jpg,,2026-08-25T22:49:40+08:00
IPC_2025-08-08.11.24.26.1719,suspicious,3;5,,,false,S3;S5,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.24.26.1719.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.24.26.1719/03_rectified.jpg,,2026-08-25T22:49:46+08:00
IPC_2025-08-08.11.24.30.0900,suspicious,3;5,,,false,S3;S5,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.24.30.0900.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.24.30.0900/03_rectified.jpg,,2026-08-25T22:49:50+08:00
IPC_2025-08-08.11.24.35.2470,suspicious,3;5,,,false,S3;S5,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.24.35.2470.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.24.35.2470/03_rectified.jpg,,2026-08-25T22:49:53+08:00
IPC_2025-08-08.11.25.02.7520,clear,,,,false,,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.25.02.7520.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.25.02.7520/03_rectified.jpg,,2026-08-25T22:49:56+08:00
IPC_2025-08-08.11.25.08.9610,clear,,,,false,,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.25.08.9610.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.25.08.9610/03_rectified.jpg,,2026-08-25T22:50:00+08:00
IPC_2025-08-08.11.25.12.4500,clear,,,,false,,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.25.12.4500.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.25.12.4500/03_rectified.jpg,,2026-08-25T22:50:02+08:00
IPC_2025-08-08.11.25.17.9820,clear,,,,false,,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.25.17.9820.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.25.17.9820/03_rectified.jpg,,2026-08-25T22:50:07+08:00
IPC_2025-08-08.11.25.20.7170,clear,,,,false,,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.25.20.7170.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.25.20.7170/03_rectified.jpg,,2026-08-25T22:50:09+08:00
IPC_2025-08-08.11.25.26.0550,clear,,,,false,,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.25.26.0550.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.25.26.0550/03_rectified.jpg,,2026-08-25T22:50:11+08:00
IPC_2025-08-08.11.25.29.5010,clear,,,,false,,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.25.29.5010.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.25.29.5010/03_rectified.jpg,,2026-08-25T22:50:18+08:00
IPC_2025-08-08.11.25.34.8230,clear,,,,false,,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.25.34.8230.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.25.34.8230/03_rectified.jpg,,2026-08-25T22:50:22+08:00
IPC_2025-08-08.11.25.40.9350,clear,,,,false,,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.25.40.9350.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.25.40.9350/03_rectified.jpg,,2026-08-25T22:50:25+08:00
IPC_2025-08-08.11.26.35.8120,suspicious,4,,,false,S4,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.26.35.8120.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.26.35.8120/03_rectified.jpg,,2026-08-25T22:50:29+08:00
IPC_2025-08-08.11.26.38.9000,suspicious,4,,,false,S4,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.26.38.9000.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.26.38.9000/03_rectified.jpg,,2026-08-25T22:50:32+08:00
IPC_2025-08-08.11.26.45.3320,suspicious,4,,,false,S4,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.26.45.3320.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.26.45.3320/03_rectified.jpg,,2026-08-25T22:50:35+08:00
IPC_2025-08-08.11.26.50.4580,suspicious,4,,,false,S4,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.26.50.4580.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.26.50.4580/03_rectified.jpg,,2026-08-25T22:50:37+08:00
IPC_2025-08-08.11.27.11.1780,suspicious,4;7,,,false,S4;S7,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.27.11.1780.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.27.11.1780/03_rectified.jpg,,2026-08-25T22:50:44+08:00
IPC_2025-08-08.11.27.18.8040,suspicious,4;7,,,false,S4;S7,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.27.18.8040.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.27.18.8040/03_rectified.jpg,,2026-08-25T22:50:55+08:00
IPC_2025-08-08.11.27.30.0869,suspicious,4;7,,,false,S4;S7,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.27.30.0869.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.27.30.0869/03_rectified.jpg,,2026-08-25T22:50:57+08:00
IPC_2025-08-08.11.27.35.8030,suspicious,4;7,,,false,S4;S7,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.27.35.8030.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.27.35.8030/03_rectified.jpg,,2026-08-25T22:51:00+08:00
IPC_2025-08-08.11.28.41.7320,suspicious,4;8,,,false,S4;S8,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.28.41.7320.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.28.41.7320/03_rectified.jpg,,2026-08-25T22:51:05+08:00
IPC_2025-08-08.11.28.49.7670,suspicious,4;8,,,false,S4;S8,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.28.49.7670.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.28.49.7670/03_rectified.jpg,,2026-08-25T22:51:08+08:00
IPC_2025-08-08.11.29.08.6990,clear,,,,false,,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.29.08.6990.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.29.08.6990/03_rectified.jpg,,2026-08-25T22:51:11+08:00
IPC_2025-08-08.11.29.13.4560,clear,,,,false,,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.29.13.4560.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.29.13.4560/03_rectified.jpg,,2026-08-25T22:51:13+08:00
IPC_2025-08-08.11.29.17.3760,clear,,,,false,,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.29.17.3760.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.29.17.3760/03_rectified.jpg,,2026-08-25T22:51:16+08:00
IPC_2025-08-08.11.29.24.0230,clear,,,,false,,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.29.24.0230.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.29.24.0230/03_rectified.jpg,,2026-08-25T22:51:18+08:00
IPC_2025-08-08.11.29.26.4970,clear,,,,false,,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.29.26.4970.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.29.26.4970/03_rectified.jpg,,2026-08-25T22:51:20+08:00
IPC_2025-08-08.11.29.31.0460,clear,,,,false,,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.29.31.0460.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.29.31.0460/03_rectified.jpg,,2026-08-25T22:51:22+08:00
IPC_2025-08-08.11.29.41.1250,clear,,,,false,,8,green_new_energy,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.29.41.1250.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.29.41.1250/03_rectified.jpg,,2026-08-25T22:51:24+08:00
IPC_2025-08-08.11.30.21.2829,suspicious,5,,,false,S5,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.30.21.2829.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.30.21.2829/03_rectified.jpg,,2026-08-25T22:51:31+08:00
IPC_2025-08-08.11.30.28.2970,suspicious,5,,,false,S5,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.30.28.2970.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.30.28.2970/03_rectified.jpg,,2026-08-25T22:51:36+08:00
IPC_2025-08-08.11.30.39.3300,suspicious,5,,,false,S5,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.30.39.3300.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.30.39.3300/03_rectified.jpg,,2026-08-25T22:51:38+08:00
IPC_2025-08-08.11.30.48.5790,suspicious,5,,,false,S5,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.30.48.5790.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.30.48.5790/03_rectified.jpg,,2026-08-25T22:51:39+08:00
IPC_2025-08-08.11.30.53.7140,suspicious,5,,,false,S5,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.30.53.7140.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.30.53.7140/03_rectified.jpg,,2026-08-25T22:51:41+08:00
IPC_2025-08-08.11.30.58.2480,suspicious,5,,,false,S5,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.30.58.2480.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.30.58.2480/03_rectified.jpg,,2026-08-25T22:51:43+08:00
IPC_2025-08-08.11.31.10.3770,suspicious,3;5,,,false,S3;S5,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.31.10.3770.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.31.10.3770/03_rectified.jpg,,2026-08-25T22:51:52+08:00
IPC_2025-08-08.11.31.16.1180,suspicious,3;5,,,false,S3;S5,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.31.16.1180.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.31.16.1180/03_rectified.jpg,,2026-08-25T22:51:54+08:00
IPC_2025-08-08.11.31.21.9100,suspicious,3;5,,,false,S3;S5,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.31.21.9100.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.31.21.9100/03_rectified.jpg,,2026-08-25T22:51:57+08:00
IPC_2025-08-08.11.31.22.0920,suspicious,3;5,,,false,S3;S5,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.31.22.0920.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.31.22.0920/03_rectified.jpg,,2026-08-25T22:51:59+08:00
IPC_2025-08-08.11.31.28.4680,suspicious,3;5,,,false,S3;S5,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.31.28.4680.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.31.28.4680/03_rectified.jpg,,2026-08-25T22:52:02+08:00
IPC_2025-08-08.11.32.13.1000,suspicious,3;4;5,,,false,S3;S4;S5,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.32.13.1000.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.32.13.1000/03_rectified.jpg,,2026-08-25T22:52:10+08:00
IPC_2025-08-08.11.32.17.4260,suspicious,3;4;5,,,false,S3;S4;S5,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.32.17.4260.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.32.17.4260/03_rectified.jpg,,2026-08-25T22:52:13+08:00
IPC_2025-08-08.11.32.25.6830,suspicious,3;4;5,,,false,S3;S4;S5,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.32.25.6830.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.32.25.6830/03_rectified.jpg,,2026-08-25T22:52:15+08:00
IPC_2025-08-08.11.32.30.2270,suspicious,3;4;5,,,false,S3;S4;S5,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.32.30.2270.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.32.30.2270/03_rectified.jpg,,2026-08-25T22:52:18+08:00
IPC_2025-08-08.11.33.06.1210,clear,,,,false,,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.33.06.1210.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.33.06.1210/03_rectified.jpg,,2026-08-25T22:52:22+08:00
IPC_2025-08-08.11.33.09.6740,clear,,,,false,,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.33.09.6740.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.33.09.6740/03_rectified.jpg,,2026-08-25T22:52:24+08:00
IPC_2025-08-08.11.33.12.7880,clear,,,,false,,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.33.12.7880.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.33.12.7880/03_rectified.jpg,,2026-08-25T22:52:27+08:00
IPC_2025-08-08.11.33.16.8460,clear,,,,false,,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.33.16.8460.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.33.16.8460/03_rectified.jpg,,2026-08-25T22:52:29+08:00
IPC_2025-08-08.11.33.21.0460,clear,,,,false,,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.33.21.0460.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.33.21.0460/03_rectified.jpg,,2026-08-25T22:52:32+08:00
IPC_2025-08-08.11.33.24.9230,clear,,,,false,,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.33.24.9230.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.33.24.9230/03_rectified.jpg,,2026-08-25T22:52:34+08:00
IPC_2025-08-08.11.33.31.3980,clear,,,,false,,7,blue_standard,/home/yuehe/cjn/lisence-plate-forgery/data/images/IPC_2025-08-08.11.33.31.3980.jpg,/home/yuehe/cjn/lisence-plate-forgery/outputs/annotation-remaining1363-local-v3_20260825_210051/IPC_2025-08-08.11.33.31.3980/03_rectified.jpg,,2026-08-25T22:52:36+08:00
